yorum, puan
"rusya devlet başkanı putin’in alman ard televizyonuna verdiği özel mülakat -saltuk buğra bozkurtrusya devlet başkanı vladimir vladimiroviç putin’in bu kasım ayındaki g-20 zirvesinden erken ayrılmasının sancıları daha henüz geçmeden, batı’da tartışmalı hale gelen karizmatik rus lider putin, 13 kasım tarihinde alman ard televizyon kanalına verdiği özel mülakatta hubert seipel’in sorularını yanıtladı. mülakatta değinilen konular içerisinde, artık batı tarafından kronikleşmeye gittiği öngörülen kırım meselesi ve ukrayna sorunu ana konuları oluşturmaktadır.[1] hubert’in sorularını yanıtlayan putin, sovyetler birliği’nin dağılmasından sonraki dünya konjonktürü ve rusya’nın buna karşı olan yaklaşımının parametrelerini değerlendirdi.putin, mülakatın hemen başlarında 2001 yılından bu yana özellikle 7 ülkenin -slovenya, slovakya, bulgaristan, romanya ve üç baltık ülkesi olan estonya, letonya, litvanya- nato’ya katılmasının bölgedeki jeopolitik dengeleri değiştirdiğini ve sürekli ve sistemli olarak nato üslerinin dünyaya yayıldığını belirtti.[2] hubert’in bir sorusu üzerine putin, “bizim üslerimiz dünyanın her yerine bu şekilde dağılmış mıdır?” eleştirisinde bulundu. ayrıca bu bölgelerdeki askeri üslerin artmasını rusya için dikkate alınacak unsurlar olarak nitelendirdi.mülakattan anlaşıldığı kadarıyla; putin, aslında ukrayna krizinin bu kadar sarpa sarmasının altında nato bloğunun agresif genişlemesinin ve üslerin çoğalmasının olduğunu düşünüyor. bu açıdan bakıldığında aslında rusya, ukrayna ve kırım üzerinden nato-abd-ab üçgenine mesaj vermiş bulunmaktadır. rusya’nın “arka bahçe” olarak nitelendirdiği bu bölgeler için, aslında böyle reaksiyonlar vermesi bir bakıma doğaldır. burada şu tespitler yapılabilir; ab ve trans-atlantik bloğu ve bazı liberaller, sovyetler çöktükten sonra rusya’nın tamamen teslim alındığı gibi bir yanılgıya kapıldılar. oysa bugün rus ordusunda angajman kuralları değişmemiş vaziyette ve hala soğuk savaş durumundadır. bu politikanın en somut örnekleri ise; birkaç yıl önce yaşanan 2008 rusya-gürcistan savaşı ve şimdilerde yaşanan ukrayna krizidir.hubert’in diğer bir sorusu ise, kosova ve kırım arasındaki durum hakkında olmuştur. putin’e göre; “kosova’nın kendi kaderini tayin etmesi (self-determinasyon) ab’de doğal bir süreç olarak algılanıyorsa, o halde kırım’da da aynısının uygulanması gayet doğaldır”. putin tarafından yapılan bu benzetme, rusya açısından hukuken doğru ve rusya’nın elini güçlendirmiş gözükse de, bosna hersek ve kosova meselelerinde sırpların yaptığı katliamlar unutulmaması gereken bir noktadır ve bu açıdan kırım hadisesiyle karşılaştırmayı anlamsız hale getirmektedir. aslında putin de, ukrayna konusunda bu ülkedeki aşırı sağ kesimden ve terör olaylarından şikayet etmektedir. putin, doğruyu söylemek gerekirse bu değerlendirmesinde haksız da sayılmaz. nitekim ukrayna’da daha iç çatışmanın yeni başladığı günlerde, bazı aşırı sağ kesimlerin sokak çatışmalarında “ss” pazubentleri takması, avrupa ajansları ve dünya basınında da yer almıştır.[3] ancak bosna ve kosova’nın aksine, bu ülkede rus kökenlilere yönelik saldırılar mikro düzeyde kalmıştır.hubert’in sorusuna cevap vermeye devam eden putin, bir diğer cevabında “bu mevcut konjonktür yüzünden, ben rusya’nın doğrudan ya da dolaylı bir şekilde uluslararası hukuku ihlal ettiğini düşünmüyorum” şeklinde görüş belirtmiştir. putin, hubert’in diğer bir sorusuna verdiği bir cevapta ise, “biz avrupalı ve amerikalı ortaklarımız arasında normal ilişkiler geliştirmek istiyoruz. ancak onların tutumları ve attıkları adımlar buna imkan vermiyor. rusya da kendi çıkarlarını savunan bir devlettir” ifadelerini kullanmıştır. putin, aslında burada nato’nun “füze kalkanı” konusuna bir nevi atıfta bulunmaktadır.[4]2014 mayıs ayında bir mülakatta ukrayna eski başbakanı yulia timoşenko ise, putin’in kırım konusunda tuzağa düştüğünü ve rusya’daki rejimin bizzat bu yüzden yıkılacağını iddia etmiştir.[5] rusya’ya olan ekonomik yaptırımlar, timoşenko’yu doğrular şekilde şu sıralar ülke ekonomisi sarsmaktadır, ama rejimin bu sebeplerden ötürü değişebileceğini/yıkılabileceğini ummak, şimdilik naif bir iddia olarak kalmaktadır.sonuç olarak, tekrar bütüne bakıldığında, putin’e göre enerji ağırlıklı olarak görülen ukrayna sorunu, aslında bir bakıma nato’nun füze kalkanı sistemini hayata geçirmesi ve nato’nun doğu avrupa ve eski sovyet ülkelerini kapsayarak genişlemesi yüzünden bu kadar derinleşmiştir. işin aslı her ne kadar ekonomik sebepler olarak görünüyor olsa da, rusya, ukrayna meselesinde ve özellikle kırım konusunda nato ve ab bloğuna karşı sert bir manevra yapmış gibi gözükmektedir. satranç masasında şu ana kadar yapılan hamleler, kanımca orta ve uzun vadede rusya’nın lehine şekillenecek gibi gözüküyor. ab ve nato’nun bu hamlelere vereceği cevap ise, şu an için hala büyük bir muammadır.saltuk buğra bozkurtkaynaklar[1] “ınterview with president vladimir putin: the crisis in east ukraine, the sanctions regime, russian-german relations”, global research, erişim tarihi: 17.11.2014, erişim adresi:http://www.globalresearch.ca/…an-relations/5416638.[2] “timeline: nato” , bbc, erişim tarihi: 21.02.2012, erişim adresi:http://news.bbc.co.uk/…ountry_profiles/1543000.stm.[3] “burning ukraine’s protesters alive. neo-nazi ‘shock troops’ support by us”, erişim tarihi: 11.05.2014, erişim adresi:http://www.globalresearch.ca/…ported-by-us/5381721.[4] “baltic fears: nato debates directing missile shield aganist russia” , erişim tarihi: 25.08.2014, erişim adresi:http://www.spiegel.de/…gainst-russia-a-987899.html.[5] “timoşenko: putin tuzağa düştü” , erişim tarihi: 01.05.2014, erişim adresi:http://tr.euronews.com/…mosenko-putin-tuzaga-dustu.kaynak:http://politikaakademisi.org/…verdigi-ozel-mulakat/" ,3
"el yazısıfena olmayan eski kgb şeysi. bugün ülkemize radyoaktif tencere filan satmaya geldi sanırım." ,3
"tiran" ,3
"21. yüzyılda hala topak genişletme sevdasında olan bir o.ç. geberip gideceği günleri hasretle çekiyoruz." ,1
"tuğrası da varmış." ,3
"rus halkını yaklaşan zor günler konusunda uyarmış.http://www.bbc.com/news/world-europe-30322198" ,3
"sürekli ülkesini güçlendirmek için çabalayan bizim başkanlar gibi boş oturmayan bir lider.putin'in ölümünü bekleyenlere de şöyle söyleyeyim, rusya'da bir putin ölür diyeri doğar, rusya'ya henüz kötü bir lider çıkmamıştır, rusya'ya liderlik yapanların hepsi ileri düzey liderler olmuştur tarihten bu yana, o yüzden rusya'yı daha asırlarca çekeceksiniz. :)" ,4
"kendisinin, rte'yle görüşenlere ne olduğundan haberi yok sanırım." ,3
"sağlam ve erkek erdoğan diyerekten gözümdeki itibarını sıfırlamış rus lider. inşallah batarsın. rublen yerin dibine girsin. rte'den sana fayda gelmez. ama sen yanlış yola sapmışsın.rte'de avrupa'ya karşı rusya ve çin birliğini öne sürüyor zannedersem. son zamanlarda avrupa kendi işine baksın diyerekten avrupa'dan uzaklaşarak diktatörya'nın egemen olduğu topraklara iyiden iyiye kayıyor. böyle devam ederse batılı dostları onu koltuğundan edebilir. şimdiden söyleyelim.http://www.hurriyet.com.tr/ekonomi/27797274.asp" ,2
"tayyip erdoğanhakkında söyledikleri ile kendisini avrupa'ya kötü gösterip, türkiye'yi avrupa'ya kazandırmaya çalıştıran bir taşla iki kuş vurmaya çalışanrusyalideri.(bkz:dünya lideri)(bkz:rusya türkiye ilişkileri)(bkz:recep tayyip erdoğan)(bkz:rusya güzeldir güzel)" ,3
"(bkz:yıktın perdeyi eyledin viran)" ,3
"ülkesinin çıkarları için göte göt dememiştir.tam bir devlet adamıdır ülkesinin çıkarlarını her şeyin üstünde tutmakta ve benim idolümdür. şu sıralar tüm dünya üzerine gelse de ülkesinini korumayı sürdürmüş ve zorunlu olarak düştüğü denizde yılana sarılmıştır." ,4
"rusya'nın krize girdiği bir dönemde tayyip erdoğan'a gaz vermiştir. adam kimin ne ile çalıştığını biliyor tabi." ,4
"putin yoktu,düşman çoktu.putin geldi,düşman gitti." ,4
"dışardan bakılınca halkı tarafından çok sevilen biri gibi gözükmesine rağmen,tanıştığım rusların hepsinin nefret ettiği adam...bizdeki gibi laik ve dindar kesim çatışmasının çok benzeri yaşanıyormuş anlattıklarına göre." ,2
"kıbrıs’tan söz ederken kuzey ve güney'deki iki farklı siyasi entiteye vurgu yapması dikkat çeken verumları telaşlandıran rus lider. aslında artık herkeskktc'yi tanımaya hazır, bir tektürkiyeinat ediyor.http://www.kibrispostasi.com/…pagename/guney_kibris" ,3
"(bkz:oligarklar putin'nin huzurunda)" ,3
"forbes'e göre dünyanın en güçlü insanıdır." ,5
"ruble krizi nedeniyle votka fiyatları yükselince, millet kaçak içkiye abanıp gebermesin diye hükümete votka fiyatlarını dondurması talimatını veren adam.bilememişin putin. çakacaktın %131 vergiyi, aksırana tıksırana kadar kaçağa abanacaklardı, millet peşi sıra ölünce mecbur parayı bastırıp bol vergili votkaları almaya başlayacaktı, sen de o vergilerle kremlin'e kaçak kat çıkacaktın. türkiye'ye sığır gelip sığır gitmişin." ,2
"petrolün 10'ar dolar her değer kaybında erim erim eriyen gofretten devlet başkanı. hele ki obama'nın ""gördüğünüz gibi putin çok zeki ve marjinal biri değilmiş."" açıklamasıyla taşak oğlanına çevirmesi de ayrıca yarmıştır.rusya'nın kırım'ın ilhakı meselesinde binlerce kez pişman olduğunu 'sinek küçüktür ama mide bulandırır' deyişiyle çok net açıklanabilir. bunun yanısıra rusya sadece dışarı ile değil aynı zamanda içerideki pusucularla da uğraşacak. görünürde olmayan güçlü oligarklar toplamda 330 milyar doları rusya'dan başka ülkelere kaydırdıklarını okuyoruz.rusya'nın en büyük ve en güvendiği petrol alıcısı almanya ama koca rusya enerji pazarını tek başına sübvanse edemeyeceğine göre yakın vadede amerika'nın görünmez petrol kozuyla rusya ekonomisinin sonunu hazırlayacağını söylemek yanlış olmaz." ,2
"http://www.neilpatrickharris.co/…ts-reagan-in-1988/" ,3
"sakin görünümlü ama belki de dünyanın en tehlikeli adamı.." ,4
"ortalama 1 kg. ..şağa sahip rus lider. boş boş efelenmiyor nokta atışlarıyla ülkesinin hiçkimsenin uydu devleti olmadığını kanıtlıyor." ,3
"trans bireylerin ehliyet alma hakkini ellerinden alarak tayyip'in ruh ikizi oldugunu bir defa daha gosteren bagnaz diktator.http://www.bbc.com/news/world-europe-30735673" ,2
"seçimlerde karşısında şansınızın dahi olmadığı derin insan. derinden kastım çok derin baktığı için olsa gerek." ,4
"fransanin patladigi su gunlerdepres konferansiyasiylaakla gelen guzel insan." ,4
"(bkz:ayıya binen putin oyuncağı)" ,3
"rusya topraklarina fazla, ultra-zeki lider. sayesinde halki rubleyle gotunu siliyor."  ,5
"gördüğüm en güzel aksiyon figürü kendisi için yapılmıştır:http://dangerousminds.net/…des_a_bear_action_figure" ,3
"bugün gazetelerde yer alan habere göre pentagon bünyesinde çalışan 'office of net assessment' adlı düşünce kuruluşunun 2008 yılında izlenimlere dayalı olarak asperger sendromu teşhisi koyduğu rusya lideri. bu teşhis sadece kameralar karşısında ki jest ve mimiklerinden gözleme dayalı olarak ulaşılan kanaatmış.haberin ilgi çeken noktası ise putin'in devlet yönetimi için verdiği tüm kararlarda bu hastalığın etkisi olduğu ifade edilmektedir.bilmem alan oldu mu ama ben alt mesajı kaptım. amerikan düşünce kuruluşu rusyanın nörolojik sıkıntıları olan halk diliyle deli diye tabir edilen bir şahsın hastalıklı düşüncelerine göre idare edildiğini iddia etmektedir.nitekim bu tarz haberler amerikaya düşman tek liderli ülkelere yönelik yapılan genel karalama haberlerin içerisine konulabilir.not: imla" ,2
"rejiminin çöktüğünü iddia edenler var. ancak ekonomideki kötü gidişe rağmen, anketler henüz bunu doğrulamıyor. hatta son dönemde kendisine verilen destek artmış gibi gözüküyor.batı'nınmateryalist-ekonomik yaklaşımı doğu'da her zaman doğru sonuçlar vermiyor olabilir. ancak ekonomik kriz derinleşirse, bir noktadarus halkıda artık putin'e hakikaten ""yeter"" diyebilecek noktaya gelebilir.http://www.foreignaffairs.com/…-motyl/goodbye-putin" ,2
"eriyen balon ülkenin kısa boylu diktatörü. havlu atması yakındır." ,2
"amerika'nın sadık uşağı türkiye'yi bile ülkesinin çıkarları için kullanabilen lider." ,2
"kendisinin yerinde olsam ülke genelinde bir yarışma düzenler binlerce rus kızı arasından seçtiğim 10 tanesini yanıma alır emekli olur, 7 ceddime yetecek servetimle tropik bir adada hayatıma devam ederdim." ,3
"ukraynakonusundaki ısrarcı tavrı hakkında emekli ingiliz büyükelçitony brenton'dan bir değerlendirme;http://www.telegraph.co.uk/…-he-wont-back-down.html" ,3
"sifatsiz,vicdansiz,ruski." ,2
"(bkz:putin'in hem rte'ci hem esedçi hem sisici olması)" ,2
"elinde cok fazla secenegi kalmamis olan lider. petrol fiyatlarinin suudi'ler tarafindan indirilmesi ile sattigi her varil petrol'de zarar eden ( rusya'nin petrol uretim fiyati pahali oldugu icin), ve ukraynadaki savas ile harcamalari giderek artan, siyasi destekcisi oligarch'larin yurtdisi varliklari dondukcada cevresi giderek daralmasi ile giderek izole olan bir pozisyonda.elindeki tek secenek son bir hamle ile ukraynadan kopartabildigi kadar buyuk bir parca kopartip bati ile iliskileri tekrar duzeltmesi olabilir. lakin bu bile petrol fiyatlari problemini cozmuyor.bir baska problemde icerdeki huzursuzluk. eger savas biterse rus kamuoyu tekrar putin ve cevresinin icine bulastigi muazzam yolsuzluk imparatorluguna yeniden odaklanacak.putin oldukca zeki bir siyasi manupulator, lakin su an kendini soktugu bu koseden cikmasi pek mumkun gozukmuyor. bu acidan sanki putin'ini surekli bir savas dongusu icinde olmasi sart gibi. ukrayna'dan sonra latvia, litvanya eksenine kaymasi ve surekli bir pan-rusya hayali ile rus halkini mesgul etmesi iktidarda kalmasi icin tek care.putin iktidarda kalmak zorunda, cunki indigi anda daha onceki isledigi yolsuzluklarin ve suclarin hesabini vermesi gerekecek.bana bir seyler hatirlatiyor, ama hadi neyse." ,3
"(bkz:obama putin satranç maçı)" ,3
"amerika ile arabistan ve türkiye gibi sömürgelerine karşı mısır, suriye, iran, cephesini elinde tutan lider. çin'e de örnek olması lazım. türkiye'ye doğalgaz havucuyla birlikte biraz sopa gösterirlerse amerika'nın kuyruğundan koparabilirler." ,3
"abd ile girdiği kapışmada hangi ekonomik başarısızlığa uğrarsa uğrasın, ruble isterse yerlerde sürünsün asla geri adım atmayacaktır. nitekim rus halkına ver patatesi, votkayı, edebiyatı gerisine karışmazlar. adamlar gulag'lardan çıkmış, stalin'i yaşamış ırka sahip, rublenin değer kaybetmesi mi koyacak onlara?" ,4
"hukuk diplomalı, ekonomi masterlı kgb ajanı. eski büyük rusya'yı özlediği doğru ama hayalindeki rusya hantal bir rusya değil, o da doğru. ekonomisinin %85'i yer altı kaynaklarından geliyor. yani diğer rus liderlerin akisne (stalin, kruşçev, brejnev) ağır sanayi manyağı değil. olsa 15 yılda ekonomide yapısal bir reforma girerdi. girmediğine göre doğalgaza bağlı büyümeden çok da rahatsız değil.bu aslında bize şunu çok net gösteriyor, bir ülke sarsıntısız bir şekilde büyümek istiyorsa muhakkak ama muhakkak yüksek teknoloji üretmeli ve ağır sanayiye sahip olmalı. hadi arapları anlıyorum, petrodolardan gelen altın taharet musluklarından zevk alıyorlar, dünya görüşü bu kadar basit ama sen rusya'sın arkadaş.atom bombası yapmış, uzaya adam göndermiş, kendi savunma sanayine sahip, tıp alanında vakt-i zamanında öncül atılımlar yapmış, ağır sanayinin-sanayileşerek kalkınmanın kitabını yazmış, bununla da yetinmemiş onlarca düşünce, edebiyat, sanat adamı yetiştirmiş, nazilere karşı dünyanın en kanlı cephesinden zaferle ayrılmış büyük bir milletsin rusya.nasıl olur da araplar gibi sadece enerji satarak büyümeyi kendine yediriyorsun? madem bugün herkes onun hatalarından bahsediyor ben de konuyu oraya bağlıyayım. bence bu adamın en büyük hatası sovyetlerin sanayi mirasını hiç umursamaması olmuştur." ,3
"özgürlüğün olmadığı, zorlamanın ve dayatmanın bulunduğu yerde ekonomik gelişimin yaşanmayacağını kötü bir şekilde tecrübe eden lider. öyle patronlarını karşında ip gibi dizersen. adamları vergilere boğarsan. işte böyle kalakalırsın." ,2
"iş adamlarını ""siz kendi aranızda anlaşmazsanız,biz icabına bakarız"" diye azarlayan sert,acımasız,eski bir kgb ajanıdır.https://www.youtube.com/watch?v=br1be1foyfe" ,2
"bizim sozluk solcusunun en buyuk celiskisi olup, her secimde neden ellerine aldiginin en guzel aciklamasidir.nedir bir solcunun en basit hayali? ozgurluk, demokrasi, esit haklar, muhalefet hakki, basin ozgurlugu vs vs.pelki bunlarin hangisi putin'in rusya'sinda var?pussy riotgrubunun basina gelenler, putin'in escinsellere tavri, muhalefetin hapse tikilmasi, medyanin hali ortada.adam'lar bir de bunun bir adim onune gecip cin ve iran diyor yav, inanilmaz.ondan sonra putin'in bir muhadili rte'ye diktator diye laf ediyorlar." ,2
"(bkz:recep tayyip erdoğan)" ,3
"orta doğu'dasuriye'den başlayıpmısır'a kadar uzanan hamleleri için;http://foreignpolicy.com/…-a-middle-east-powerhouse" ,3
"ikiz kuleler saldırısını abd hükümetinin yönettiğine dair kanıtları açıklarız tehditinin üzerinden saatler geçmeden yıllardır basından sakladığı kızı ifşa olmuştur. zamanlaması manidar. (gönderin gelsin anti-klişe timini ben komploma bakarım)" ,3
"eski kgb ajanı sovyetlerin dağılmasından sonra rusların en büyük şansı putin gibi gerçek bir liderin iktidara gelmesidir rusya'yı yine eski gücüne döndürmektedir. kırımı ilhak etmesi bunun başlangıcıdır." ,4
"şuraya da biraz solcuların gizli slav milliyetçiliğini çizelim.sisi isimli halk katiline kalaşnikof hediye etmiş tip." ,3
"abdmerkezli dünya düzenine karşı çıkan ya da çeşitli sebeplerledemokrasiuygulamaları zor olan ülkelerin liderleri için hala çok iyi bir rol model olanvlad. her ne kadar ülkesi güç anlamındaçin'in gerisinde olsa da, liderlik anlamında putin hala en güçlü alternatif.http://foreignpolicy.com/…tator-putin-sisi-erdogan/" ,4
"(bkz:inşa edilecek camiye putin'in ismini vermek)" ,3
"çin halkı arasında kült haline gelmiş, putinin politikalarını çinlilerin %90 dan fazlası onaylıyor ve putinin biyografisi kitapçılarda yok satıyormuş.diktatör olma hevesindeki her ülke lideri putin'i örnek alıyor diyorlar.bir de şu kağıttan kaplan muhabbetleri çok yersiz. mesela bizde %50 rte'ye sağlam bilenmiş durumda ve rte'nin %50'sinin anca yarısı sıkı sıkıya kendisine bağlı. ab ve abd'de demokrasi işliyor, bambaşka bir denge içinde oralar-halk sıkıntıya gelmez. çin ise batıya göbek bağı ile bağlı(bu sırada da halkı putin hayranı).yani putin kadar özgür hareket edebilen başka bir lider yok herhalde." ,3
"şuradakihaberle bana bu civarlardaki bir abiyi hatırlatan şahıs." ,3
"bugun medya'da yer alan haberlerde ""turkiye'den vazgecmem"" seklinde sozleri yer almis olan buyuk baskan.haberin detayi :http://www.hurriyet.com.tr/ekonomi/28232759.asp" ,3
"adamın hasıdır. anket sonuçlarına göre halk desteği %85'i bulmuş vaziyette. belarus'ta yaşayan bir birey olarak etkisini burada da hissediyoruz. yaptığı her hareket belarus rublesi'ne de etki ediyor adeta." ,4
"rusya'nın, ama rusya diyorum dikkat kesilsin ki, en büyük şansı ve şanssızlığı olan, elbette ki 'tek', adam.bununla bağlantılı ve haricinde olarak uluslararası ilişkiler üzerinde tahsil eden kimseler için bulunmaz nimet niteliğindeki 'adam'." ,3
"mascha gessen'in yazmis oldugu 'yuzu olmayan adam' adli kitap sayesinde hakkinda merak ettiklerimi yazarin gozunden ogrenmis oldum. yazarin dusunceleri benimkilere yakin oldugu icin gercekten etkilendim. (biraz spekulatif oldugunu kabul etmek zorundayim tabii) putin oncesi rusya'ya, iklimin ve halkin degisimine getirdigi yorumlar bugunun turkiyesiyle olan benzerlikleri ve rte nin direttigi baskanlik sisteminin aslinda amerikadan apartma degil rusyadaki demokratik diktatorlukden bozma istedigini fark ettiriyor. saglam bir kitap." ,3
"yabancı dil noktasında bizim liderlerden biraz daa iyi gibi:https://www.youtube.com/…0&feature=youtu.be&t=2m40s" ,4
"stephen kotkin'den bir değerlendirme;http://www.foreignaffairs.com/…otkin-on-putins-rise" ,3
"rusyada kötü çıktığı fotoğrafları mdyada yayınlaması yasak olan siyasetçi. yayınlayan kişi ortadan kayboldu zamanında. çok fazla özenen olduğunu gördüğümden dolayı söyleyeyim dedim." ,2
